surgery,Age,rectal_temperature,pulse,respiratory_rate,temp_extremities,peripheral_pulse,mucous_membranes,capillary_refill_time,pain,peristalsis,abdominal_distension,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_PH,rectal_examination,abdomen,packed_cell_volume,total_protein,abdominocentesis_appearance,abdomcentesis_total_protein,outcome,surgical_lesion
no,adult,38.3,44.0,60.0,,,normal pink,<3,,,,,,4.9380952381,,,6.4,36.0,,3.01176470588,lived,yes
no,adult,37.4,54.0,18.0,cool,,normal pink,<3,intermittent mild pain,absent,moderate,slight,>1l,4.9380952381,absent,distended large intestine,30.0,7.1,cloudy,3.01176470588,lived,yes
yes,adult,38.1324723247,70.9774919614,30.9372693727,cold,reduced,,>=3,depressed,absent,none,,,4.9380952381,,,54.0,76.0,serosanguinous,2.0,lived,yes
yes,adult,36.6,48.0,16.0,cool,normal,pale pink,<3,intermittent severe pain,hypermotile,none,none,none,4.9380952381,,,27.0,56.0,,3.01176470588,euthanized,yes
yes,adult,38.5,90.0,30.9372693727,normal,normal,pale pink,<3,intermittent mild pain,hypomotile,moderate,slight,<1l,2.0,absent,distended large intestine,47.0,79.0,,3.01176470588,lived,yes
yes,adult,38.1324723247,75.0,12.0,normal,normal,pale cyanotic,<3,continuous severe pain,hypomotile,moderate,,<1l,5.8,,,58.0,8.5,clear,3.01176470588,lived,yes
no,adult,38.2,42.0,30.9372693727,cool,normal,normal pink,<3,alert no pain,hypermotile,slight,slight,none,4.9380952381,decreased,other,35.0,5.9,cloudy,3.01176470588,lived,no
yes,young,38.2,78.0,60.0,cold,absent,dark cyanotic,,intermittent mild pain,hypomotile,moderate,,,4.9380952381,normal,,59.0,5.8,serosanguinous,3.1,died,yes
no,adult,38.6,60.0,30.0,normal,normal,pale pink,<3,intermittent severe pain,normal,slight,none,none,4.9380952381,,,40.0,6.0,clear,3.01176470588,lived,yes
no,adult,37.8,42.0,40.0,normal,normal,normal pink,<3,alert no pain,hypomotile,none,,,4.9380952381,decreased,firm feces in large intestine,36.0,6.2,,3.01176470588,lived,no
yes,adult,38.0,60.0,12.0,normal,normal,bright pink,<3,depressed,hypermotile,none,none,none,4.9380952381,normal,distended small intestine,44.0,65.0,serosanguinous,2.0,euthanized,yes
no,adult,38.0,42.0,12.0,cool,,pale pink,<3,alert no pain,hypermotile,none,,,4.9380952381,,normal,37.0,5.8,,3.01176470588,lived,no
no,adult,37.6,88.0,36.0,cool,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,none,<1l,1.5,,,44.0,6.0,,3.01176470588,died,yes
